query_one,query_two,same_intent
antique daffodils,tinkers daylily database,True
antique daffodils,enon garden markers,True
antique daffodils,enon industries,True
antique daffodils,eon industries,True
antique daffodils,pawpaw garden markers,True
antique daffodils,paw paw garden markers,True
antique daffodils,stella supreme daylily,True
antique daffodils,shevim daylily,True
antique daffodils,major blue daylily,True
antique daffodils,mayday daylily,True
antique daffodils,charlies greenhouse,True
daffodils in jessies garden,gardenweb,True
daffodils in jessies garden,lily auction,True
daffodils in jessies garden,daylily garden photos,True
daffodils in jessies garden,gardenweb daylily forum,True
daffodils in jessies garden,good daylily farm,True
daffodils in jessies garden,antique daffodils,True
daffodils in jessies garden,daffodils in jesse's garden,True
daffodils in jessies garden,jesse's daffodils,True
daffodils in jessies garden,daffodil images,True
daffodils in jessies garden,eggs & butter daffodils,True
daffodils in jessies garden,daffodil pictures,True
daffodils in jessies garden,historic daffodils,True
daffodils in jessies garden,old house gardens,True
daffodils in jessies garden,red leaf red bloom cannas,True
daffodils in jessies garden,spring snowflakes,True
daffodils in jessies garden,miss jessie's daffodils,True
daffodils in jessies garden,daffodils,True
daffodils in jessies garden,country farm flower gardens,True
daffodils in jessies garden,flower garden designs,True
daffodils in jessies garden,heirloom daffodil photo database,True
daffodils in jessies garden,brent,True
daffodils in jessies garden,eggs,True
daffodils in jessies garden,eggs & butter narcissius,True
daffodils in jessies garden,eggs & butter narcissus,True
daffodils in jessies garden,bearded iris,True
daffodils in jessies garden,peonies,True
daffodils in jessies garden,garden web,True
daffodils in jessies garden,cooleys iris,True
daffodils in jessies garden,shieners iris,True
daffodils in jessies garden,schreiners iris,True
daffodils in jessies garden,schiners iris,True
daffodils in jessies garden,whatcom seed,True
daffodils in jessies garden,photobucket,True
daffodils in jessies garden,cooleys iris garden,True
daffodils in jessies garden,daylily flower forms,True
daffodils in jessies garden,american daylily society,True
daffodils in jessies garden,tinkers daylily database,True
daffodils in jessies garden,enon garden markers,True
daffodils in jessies garden,enon industries,True
daffodils in jessies garden,eon industries,True
daffodils in jessies garden,pawpaw garden markers,True
daffodils in jessies garden,paw paw garden markers,True
daffodils in jessies garden,stella supreme daylily,True
daffodils in jessies garden,shevim daylily,True
daffodils in jessies garden,major blue daylily,True
daffodils in jessies garden,mayday daylily,True
daffodils in jessies garden,charlies greenhouse,True
daffodils in jesse's garden,gardenweb,True
daffodils in jesse's garden,lily auction,True
daffodils in jesse's garden,daylily garden photos,True
daffodils in jesse's garden,gardenweb daylily forum,True
daffodils in jesse's garden,good daylily farm,True
daffodils in jesse's garden,antique daffodils,True
daffodils in jesse's garden,daffodils in jessies garden,True
daffodils in jesse's garden,jesse's daffodils,True
daffodils in jesse's garden,daffodil images,True
daffodils in jesse's garden,eggs & butter daffodils,True
daffodils in jesse's garden,daffodil pictures,True
daffodils in jesse's garden,historic daffodils,True
daffodils in jesse's garden,old house gardens,True
daffodils in jesse's garden,red leaf red bloom cannas,True
daffodils in jesse's garden,spring snowflakes,True
daffodils in jesse's garden,miss jessie's daffodils,True
daffodils in jesse's garden,daffodils,True
daffodils in jesse's garden,country farm flower gardens,True
daffodils in jesse's garden,flower garden designs,True
daffodils in jesse's garden,heirloom daffodil photo database,True
daffodils in jesse's garden,brent,True
daffodils in jesse's garden,eggs,True
daffodils in jesse's garden,eggs & butter narcissius,True
daffodils in jesse's garden,eggs & butter narcissus,True
daffodils in jesse's garden,bearded iris,True
daffodils in jesse's garden,peonies,True
daffodils in jesse's garden,garden web,True
daffodils in jesse's garden,cooleys iris,True
daffodils in jesse's garden,shieners iris,True
daffodils in jesse's garden,schreiners iris,True
daffodils in jesse's garden,schiners iris,True
daffodils in jesse's garden,whatcom seed,True
daffodils in jesse's garden,photobucket,True
daffodils in jesse's garden,cooleys iris garden,True
daffodils in jesse's garden,daylily flower forms,True
daffodils in jesse's garden,american daylily society,True
daffodils in jesse's garden,tinkers daylily database,True
daffodils in jesse's garden,enon garden markers,True
daffodils in jesse's garden,enon industries,True
daffodils in jesse's garden,eon industries,True
daffodils in jesse's garden,pawpaw garden markers,True
daffodils in jesse's garden,paw paw garden markers,True
daffodils in jesse's garden,stella supreme daylily,True
daffodils in jesse's garden,shevim daylily,True
daffodils in jesse's garden,major blue daylily,True
daffodils in jesse's garden,mayday daylily,True
daffodils in jesse's garden,charlies greenhouse,True
jesse's daffodils,gardenweb,True
jesse's daffodils,lily auction,True
jesse's daffodils,daylily garden photos,True
jesse's daffodils,gardenweb daylily forum,True
jesse's daffodils,good daylily farm,True
jesse's daffodils,antique daffodils,True
jesse's daffodils,daffodils in jessies garden,True
jesse's daffodils,daffodils in jesse's garden,True
jesse's daffodils,daffodil images,True
jesse's daffodils,eggs & butter daffodils,True
jesse's daffodils,daffodil pictures,True
jesse's daffodils,historic daffodils,True
jesse's daffodils,old house gardens,True
jesse's daffodils,red leaf red bloom cannas,True
jesse's daffodils,spring snowflakes,True
jesse's daffodils,miss jessie's daffodils,True
jesse's daffodils,daffodils,True
jesse's daffodils,country farm flower gardens,True
jesse's daffodils,flower garden designs,True
jesse's daffodils,heirloom daffodil photo database,True
jesse's daffodils,brent,True
jesse's daffodils,eggs,True
jesse's daffodils,eggs & butter narcissius,True
jesse's daffodils,eggs & butter narcissus,True
jesse's daffodils,bearded iris,True
jesse's daffodils,peonies,True
jesse's daffodils,garden web,True
jesse's daffodils,cooleys iris,True
jesse's daffodils,shieners iris,True
jesse's daffodils,schreiners iris,True
jesse's daffodils,schiners iris,True
jesse's daffodils,whatcom seed,True
jesse's daffodils,photobucket,True
jesse's daffodils,cooleys iris garden,True
jesse's daffodils,daylily flower forms,True
jesse's daffodils,american daylily society,True
jesse's daffodils,tinkers daylily database,True
jesse's daffodils,enon garden markers,True
jesse's daffodils,enon industries,True
jesse's daffodils,eon industries,True
jesse's daffodils,pawpaw garden markers,True
jesse's daffodils,paw paw garden markers,True
jesse's daffodils,stella supreme daylily,True
jesse's daffodils,shevim daylily,True
jesse's daffodils,major blue daylily,True
jesse's daffodils,mayday daylily,True
jesse's daffodils,charlies greenhouse,True
daffodil images,gardenweb,True
daffodil images,lily auction,True
daffodil images,daylily garden photos,True
daffodil images,gardenweb daylily forum,True
daffodil images,good daylily farm,True
daffodil images,antique daffodils,True
daffodil images,daffodils in jessies garden,True
daffodil images,daffodils in jesse's garden,True
daffodil images,jesse's daffodils,True
daffodil images,eggs & butter daffodils,True
daffodil images,daffodil pictures,True
daffodil images,historic daffodils,True
daffodil images,old house gardens,True
daffodil images,red leaf red bloom cannas,True
daffodil images,spring snowflakes,True
daffodil images,miss jessie's daffodils,True
daffodil images,daffodils,True
daffodil images,country farm flower gardens,True
daffodil images,flower garden designs,True
daffodil images,heirloom daffodil photo database,True
daffodil images,brent,True
daffodil images,eggs,True
daffodil images,eggs & butter narcissius,True
daffodil images,eggs & butter narcissus,True
daffodil images,bearded iris,True
daffodil images,peonies,True
daffodil images,garden web,True
daffodil images,cooleys iris,True
daffodil images,shieners iris,True
daffodil images,schreiners iris,True
daffodil images,schiners iris,True
daffodil images,whatcom seed,True
daffodil images,photobucket,True
daffodil images,cooleys iris garden,True
daffodil images,daylily flower forms,True
daffodil images,american daylily society,True
daffodil images,tinkers daylily database,True
daffodil images,enon garden markers,True
daffodil images,enon industries,True
daffodil images,eon industries,True
daffodil images,pawpaw garden markers,True
daffodil images,paw paw garden markers,True
daffodil images,stella supreme daylily,True
daffodil images,shevim daylily,True
daffodil images,major blue daylily,True
daffodil images,mayday daylily,True
daffodil images,charlies greenhouse,True
eggs & butter daffodils,gardenweb,True
eggs & butter daffodils,lily auction,True
eggs & butter daffodils,daylily garden photos,True
eggs & butter daffodils,gardenweb daylily forum,True
eggs & butter daffodils,good daylily farm,True
eggs & butter daffodils,antique daffodils,True
eggs & butter daffodils,daffodils in jessies garden,True
eggs & butter daffodils,daffodils in jesse's garden,True
eggs & butter daffodils,jesse's daffodils,True
eggs & butter daffodils,daffodil images,True
eggs & butter daffodils,daffodil pictures,True
eggs & butter daffodils,historic daffodils,True
eggs & butter daffodils,old house gardens,True
eggs & butter daffodils,red leaf red bloom cannas,True
eggs & butter daffodils,spring snowflakes,True
eggs & butter daffodils,miss jessie's daffodils,True
eggs & butter daffodils,daffodils,True
eggs & butter daffodils,country farm flower gardens,True
eggs & butter daffodils,flower garden designs,True
eggs & butter daffodils,heirloom daffodil photo database,True
eggs & butter daffodils,brent,True
eggs & butter daffodils,eggs,True
eggs & butter daffodils,eggs & butter narcissius,True
eggs & butter daffodils,eggs & butter narcissus,True
eggs & butter daffodils,bearded iris,True
eggs & butter daffodils,peonies,True
eggs & butter daffodils,garden web,True
eggs & butter daffodils,cooleys iris,True
eggs & butter daffodils,shieners iris,True
eggs & butter daffodils,schreiners iris,True
eggs & butter daffodils,schiners iris,True
eggs & butter daffodils,whatcom seed,True
eggs & butter daffodils,photobucket,True
eggs & butter daffodils,cooleys iris garden,True
eggs & butter daffodils,daylily flower forms,True
eggs & butter daffodils,american daylily society,True
eggs & butter daffodils,tinkers daylily database,True
eggs & butter daffodils,enon garden markers,True
